-3.6913228501,-79.6126062144,144.427
-3.6913199164,-79.6126027778,142.103
-3.6913179886,-79.6125976648,143.67
-3.6913169827,-79.6125937253,141.921
-3.6913161445,-79.6125940606,125.386
-3.6913153902,-79.6125923004,101.867
-3.6913152225,-79.6125945635,83.535
-3.6913146358,-79.6125920489,81.516
-3.691315474,-79.6125896182,88.727
-3.691314552,-79.6125854272,95.532
-3.6913132947,-79.6125801466,95.298
-3.6913134623,-79.6125757881,94.384
-3.6913137138,-79.612569334,88.823
-3.6913129594,-79.6125631314,83.16
-3.6913114507,-79.6125613712,76.727
-3.6913095228,-79.6125599463,65.59
-3.6913070083,-79.6125584375,59.653
-3.6913069244,-79.6125551686,57.27
-3.6913060024,-79.6125529055,61.645
-3.6913050804,-79.61255081,64.975
-3.6913040746,-79.612549888,65.17
-3.6913031526,-79.6125491336,61.447
-3.6913039908,-79.6125493012,61.565
-3.6913044099,-79.6125496365,63.737
-3.6913046613,-79.6125499718,65.563
-3.6913050804,-79.6125501394,65.101
-3.6913070083,-79.6125508938,67.704
-3.6913091037,-79.6125519834,68.107
-3.6913115345,-79.612552654,68.72
-3.6913153902,-79.612562377,69.065
-3.6913174018,-79.6125655621,68.093
-3.6913159769,-79.6125671547,64.882
-3.6913088523,-79.6125637181,56.82
-3.6913065892,-79.6125638019,51.578
-3.6913068406,-79.6125638019,50.234
-3.6913091037,-79.6125643048,54.528
-3.6913088523,-79.6125631314,59.052
-3.6913095228,-79.6125616226,63.466
-3.6913100258,-79.6125611197,64.686
-3.6913109478,-79.612559611,63.795
-3.6913118698,-79.6125580184,64.155
-3.6913128756,-79.6125561744,63.011
-3.6913138814,-79.6125542466,64.715
-3.6913138814,-79.6125565097,65.973
-3.691314552,-79.6125546657,71.692
-3.6913132947,-79.612557264,73.97
-3.6913107801,-79.6125590242,74.341
-3.6913078465,-79.6125604492,70.213
-3.6913052481,-79.6125627123,69.311
-3.6913012248,-79.6125687473,67.628
-3.6913004704,-79.6125709265,65.652
-3.6912991293,-79.6125779673,65.274
-3.6912989616,-79.6125788894,66.051
-3.691300638,-79.612579979,68.934
-3.6913018115,-79.6125804819,71.079
-3.6913034879,-79.6125801466,73.064
-3.6913059186,-79.6125797275,72.982
-3.6913078465,-79.6125787217,64.596
-3.6913121212,-79.6125710104,47.35
-3.6913140491,-79.6125685796,48.354
-3.6913162284,-79.6125650592,50.234
-3.6913186591,-79.6125610359,52.688
-3.691321509,-79.6125584375,53.153
-3.6913276277,-79.6125524864,48.903
-3.6913290527,-79.61255542,42.321
-3.6913304776,-79.6125658136,37.548
-3.691328885,-79.6125798114,38.811
-3.6913297232,-79.6125886124,37.948
-3.6913313158,-79.6125881933,37.797
-3.6913322378,-79.6125844214,35.351
-3.6913295556,-79.612579979,34.203
-3.6913285498,-79.612569334,40.391
-3.6913287174,-79.6125636343,48.876
-3.6913305614,-79.6125573479,52.635
-3.6913326569,-79.6125534922,93.51
-3.6913345009,-79.6125514805,119.022
-3.6913406197,-79.6125530731,130.652
-3.6913436372,-79.6125518158,133.738
-3.6913547013,-79.6125608683,129.422
-3.6913570482,-79.6125696693,121.305
-3.6913602334,-79.6125724353,117.528
-3.6913621612,-79.6125695854,116.853
-3.6913641728,-79.6125692502,110.752
-3.6913610715,-79.6125640534,99.752
-3.6913593113,-79.6125632152,91.612
-3.6913579702,-79.6125568449,88.518
-3.6913531926,-79.6125521511,87.671
-3.6913493369,-79.6125515644,85.101
-3.6913441401,-79.6125502232,82.844
-3.6913406197,-79.6125546657,81.672
-3.6913396139,-79.6125585213,82.821
-3.6913365126,-79.6125591081,84.326
-3.6913342495,-79.6125593595,84.67
-3.6913333274,-79.6125560068,87.983
-3.6913328245,-79.6125545818,89.874
-3.6913324893,-79.6125546657,91.241
-3.6913322378,-79.6125571802,93.222
-3.6913331598,-79.6125565935,95.019
-3.6913352553,-79.6125529893,95.083
-3.6913370993,-79.6125521511,96.907
-3.691339111,-79.6125503071,98.154
-3.6913403682,-79.6125497203,99.4
-3.6913420446,-79.6125503909,102.151
-3.6913433857,-79.6125519834,107.666
-3.6913469899,-79.6125576831,107.718
-3.6913490016,-79.6125638857,105.484
-3.6913469061,-79.6125695016,102.5
-3.6913443077,-79.6125695854,101.504
-3.6913438048,-79.6125752851,100.048
-3.6913429666,-79.612579057,99.47
-3.691342799,-79.6125809848,99.412
-3.6913424637,-79.6125815716,99.088
-3.6913408712,-79.6125824936,99.139
-3.6913363449,-79.6125752851,104.612
-3.6913368478,-79.612574866,110.918
-3.6913386919,-79.6125783026,114.609
-3.6913423799,-79.6125822421,119.067
-3.691344643,-79.6125870198,121.869
-3.6913457327,-79.6125928871,122.201
-3.6913450621,-79.6125951502,123.459
-3.6913438886,-79.6125974972,123.51
-3.6913438886,-79.6126011852,123.198
-3.6913430505,-79.6126052924,124.417
-3.6913422961,-79.6126104053,124.456
-3.6913414579,-79.6126150154,124.801
-3.6913407035,-79.6126182843,124.114
-3.6913406197,-79.6126210503,123.24
-3.6913357582,-79.6126182843,119.732
-3.6913335789,-79.6126163565,117.014
-3.6913339142,-79.6126163565,115.292
-3.6913347524,-79.612617949,114.694
-3.6913355067,-79.6126191225,114.948
-3.6913366802,-79.6126207989,113.993
-3.6913381889,-79.6126226429,109.02
-3.6913365964,-79.6126236487,103.458
-3.6913396977,-79.6126243193,98.916
-3.6913392786,-79.6126257442,99.071
-3.6913389433,-79.6126260795,101.029
-3.6913391948,-79.6126260795,100.693
-3.6913383566,-79.6126228105,98.928
-3.6913402006,-79.6126206312,98.803
-3.6913397815,-79.6126180328,100.667
-3.6913402844,-79.6126152668,101.808
-3.6913505103,-79.6126243193,100.406
-3.6913523544,-79.6126257442,96.243
-3.6913501751,-79.6126277559,91.58
-3.6913449783,-79.6126200445,87.127
-3.6913434695,-79.6126169432,85.592
-3.6913420446,-79.6126182005,86.69
-3.6913423799,-79.6126183681,83.05
-3.691340955,-79.6126150992,71.886
-3.6913444754,-79.6126192901,57.192
-3.6913449783,-79.612617027,47.747
-3.6913434695,-79.6126118302,37.391
-3.6913423799,-79.6126052924,28.122
-3.6913402006,-79.6126010176,17.134
-3.6913359258,-79.6125964075,11.65
-3.6913324054,-79.6125860978,8.599
-3.6913326569,-79.6125768777,5.816
-3.6916463077,-79.6124769654,9.224
-3.6916608922,-79.6124764625,17.384
-3.6916742194,-79.6124778874,24.646
-3.6916851997,-79.612481324,31.951
-3.6916970182,-79.612485934,41.467
-3.6917094234,-79.6124907956,46.701
-3.691715626,-79.6124935616,46.323
-3.6917224154,-79.6124954056,42.343
-3.6917315517,-79.612499848,34.742
-3.6917422805,-79.6125053801,21.468
-3.6917545181,-79.6125109959,17.691
-3.6917680968,-79.612518372,13.904
-3.6917770654,-79.6125259157,10.314
-3.6917885486,-79.6125324536,10.728
-3.691793913,-79.6125377342,15.049
-3.691801792,-79.6125428472,18.752
-3.691816628,-79.6125528216,24.402
-3.6918242555,-79.6125559229,33.355
-3.6918313801,-79.6125604492,40.066
-3.6918362416,-79.6125674061,39.055
-3.6918380857,-79.6125733573,38.126
-3.6918367445,-79.6125758719,49.927
-3.6918352358,-79.6125800628,64.362
-3.6918359902,-79.6125888638,79.424
-3.6918347329,-79.6125990059,98.331
-3.6918327212,-79.6126087289,121.281
-3.6918306258,-79.6126180328,127.304
-3.6918266863,-79.6126257442,116.266
-3.6918231659,-79.6126332041,109.774
-3.6918182205,-79.6126380656,106.547
-3.6918148678,-79.6126435976,105.431
-3.6918131914,-79.6126543265,109.537
-3.6918137781,-79.612675868,118.998
-3.6918141972,-79.6126841661,122.312
-3.6918112636,-79.6126917936,121.449
-3.6918090004,-79.6126986668,121.621
-3.691805983,-79.6127063781,117.228
-3.6918007862,-79.6127143409,107.946
-3.6917970981,-79.6127216332,94.701
-3.6917929072,-79.6127262432,73.572
-3.6917905603,-79.6127294283,45.502
-3.691781424,-79.6127423365,20.588
-3.691923162,-79.613453038,6.267
-3.6921246629,-79.6136027388,5.163
-3.6922137626,-79.6136716381,5.02
-3.6918959208,-79.6136666089,5.148
-3.69188888,-79.613659149,5.063
-3.6918742117,-79.6136398707,5.077
-3.6918683443,-79.6136324946,5.343
